"X","x"
3601,"Lichen"
3602,"Moss"
3603,"TreeConifer"
3604,"ShrubDecid"
3605,"ShrubDecid"
3606,"Abiotic"
3607,"Abiotic"
3608,"ShrubDecid"
3609,"TreeConifer"
3610,"TreeConifer"
3611,"ShrubEvergreen"
3612,"ShrubEvergreen"
3613,"TreeConifer"
3614,"TreeConifer"
3615,"TreeConifer"
3616,"Graminoid"
3617,"TreeConifer"
3618,"TreeConifer"
3619,"TreeConifer"
3620,"TreeConifer"
3621,"Abiotic"
3622,"TreeConifer"
3623,"TreeConifer"
3624,"TreeConifer"
3625,"TreeConifer"
3626,"TreeConifer"
3627,"TreeConifer"
3628,"Abiotic"
3629,"Abiotic"
3630,"Abiotic"
3631,"TreeConifer"
3632,"Abiotic"
3633,"TreeConifer"
3634,"TreeConifer"
3635,"TreeConifer"
3636,"TreeConifer"
3637,"TreeConifer"
3638,"TreeConifer"
3639,"TreeConifer"
3640,"TreeConifer"
3641,"ShrubDecid"
3642,"Graminoid"
3643,"Abiotic"
3644,"TreeConifer"
3645,"TreeConifer"
3646,"TreeConifer"
3647,"Abiotic"
3648,"TreeConifer"
3649,"TreeConifer"
3650,"TreeConifer"
3651,"ShrubDecid"
3652,"TreeConifer"
3653,"Graminoid"
3654,"Abiotic"
3655,"TreeConifer"
3656,"ShrubDecid"
3657,"TreeConifer"
3658,"Graminoid"
3659,"TreeConifer"
3660,"Abiotic"
3661,"TreeConifer"
3662,"TreeConifer"
3663,"Abiotic"
3664,"TreeConifer"
3665,"TreeConifer"
3666,"TreeConifer"
3667,"TreeConifer"
3668,"Abiotic"
3669,"TreeConifer"
3670,"TreeConifer"
3671,"Abiotic"
3672,"TreeConifer"
3673,"TreeConifer"
3674,"TreeConifer"
3675,"TreeConifer"
3676,"TreeConifer"
3677,"TreeConifer"
3678,"TreeConifer"
3679,"TreeConifer"
3680,"TreeConifer"
3681,"Graminoid"
3682,"Lichen"
3683,"TreeConifer"
3684,"Abiotic"
3685,"Abiotic"
3686,"Moss"
3687,"Lichen"
3688,"TreeConifer"
3689,"TreeConifer"
3690,"TreeConifer"
3691,"TreeConifer"
3692,"TreeConifer"
3693,"Abiotic"
3694,"TreeConifer"
3695,"Abiotic"
3696,"TreeConifer"
3697,"TreeConifer"
3698,"TreeConifer"
3699,"TreeConifer"
3700,"TreeConifer"
3701,"Abiotic"
3702,"Lichen"
3703,"TreeConifer"
3704,"TreeConifer"
3705,"TreeConifer"
3706,"TreeConifer"
3707,"TreeConifer"
3708,"Graminoid"
3709,"Abiotic"
3710,"TreeConifer"
3711,"TreeConifer"
3712,"TreeConifer"
3713,"TreeConifer"
3714,"TreeConifer"
3715,"Abiotic"
3716,"Abiotic"
3717,"TreeConifer"
3718,"TreeConifer"
3719,"TreeConifer"
3720,"Moss"
3721,"TreeConifer"
3722,"TreeBroadleaf"
3723,"TreeBroadleaf"
3724,"TreeConifer"
3725,"TreeBroadleaf"
3726,"TreeConifer"
3727,"TreeConifer"
3728,"TreeConifer"
3729,"TreeConifer"
3730,"TreeConifer"
3731,"TreeConifer"
3732,"Abiotic"
3733,"TreeConifer"
3734,"TreeConifer"
3735,"TreeConifer"
3736,"Lichen"
3737,"TreeConifer"
3738,"Abiotic"
3739,"Abiotic"
3740,"TreeConifer"
3741,"TreeConifer"
3742,"TreeConifer"
3743,"TreeConifer"
3744,"TreeConifer"
3745,"TreeConifer"
3746,"ShrubDecid"
3747,"TreeConifer"
3748,"TreeConifer"
3749,"TreeConifer"
3750,"TreeBroadleaf"
3751,"TreeBroadleaf"
3752,"ShrubEvergreen"
3753,"Abiotic"
3754,"Moss"
3755,"ShrubEvergreen"
3756,"TreeConifer"
3757,"TreeConifer"
3758,"TreeConifer"
3759,"TreeConifer"
3760,"TreeConifer"
3761,"TreeConifer"
3762,"TreeConifer"
3763,"TreeConifer"
3764,"Abiotic"
3765,"TreeConifer"
3766,"Abiotic"
3767,"TreeBroadleaf"
3768,"TreeConifer"
3769,"Abiotic"
3770,"TreeConifer"
3771,"TreeConifer"
3772,"TreeConifer"
3773,"TreeConifer"
3774,"TreeConifer"
3775,"Abiotic"
3776,"TreeConifer"
3777,"TreeConifer"
3778,"TreeConifer"
3779,"TreeConifer"
3780,"TreeConifer"
3781,"Abiotic"
3782,"TreeConifer"
3783,"Graminoid"
3784,"TreeConifer"
3785,"TreeConifer"
3786,"TreeConifer"
3787,"TreeConifer"
3788,"TreeConifer"
3789,"ShrubDecid"
3790,"TreeBroadleaf"
3791,"Abiotic"
3792,"TreeBroadleaf"
3793,"TreeConifer"
3794,"TreeConifer"
3795,"Graminoid"
3796,"TreeConifer"
3797,"TreeConifer"
3798,"TreeBroadleaf"
3799,"TreeConifer"
3800,"TreeConifer"
3801,"ShrubDecid"
3802,"ShrubDecid"
3803,"TreeConifer"
3804,"Abiotic"
3805,"TreeBroadleaf"
3806,"TreeConifer"
3807,"TreeConifer"
3808,"TreeBroadleaf"
3809,"TreeConifer"
3810,"TreeConifer"
3811,"Moss"
3812,"Abiotic"
3813,"TreeConifer"
3814,"TreeConifer"
3815,"TreeConifer"
3816,"TreeBroadleaf"
3817,"TreeConifer"
3818,"Abiotic"
3819,"Graminoid"
3820,"TreeConifer"
3821,"TreeConifer"
3822,"TreeConifer"
3823,"TreeConifer"
3824,"TreeBroadleaf"
3825,"Graminoid"
3826,"ShrubEvergreen"
3827,"TreeConifer"
3828,"TreeConifer"
3829,"Abiotic"
3830,"TreeConifer"
3831,"TreeConifer"
3832,"TreeConifer"
3833,"Abiotic"
3834,"TreeConifer"
3835,"ShrubDecid"
3836,"TreeConifer"
3837,"Graminoid"
3838,"TreeConifer"
3839,"Abiotic"
3840,"TreeConifer"
3841,"TreeConifer"
3842,"TreeConifer"
3843,"TreeConifer"
3844,"Abiotic"
3845,"TreeConifer"
3846,"TreeConifer"
3847,"ShrubDecid"
3848,"TreeConifer"
3849,"TreeConifer"
3850,"ShrubDecid"
3851,"TreeConifer"
3852,"TreeConifer"
3853,"Abiotic"
3854,"ShrubEvergreen"
3855,"TreeConifer"
3856,"TreeConifer"
3857,"ShrubDecid"
3858,"Graminoid"
3859,"Graminoid"
3860,"TreeConifer"
3861,"Graminoid"
3862,"TreeConifer"
3863,"ShrubEvergreen"
3864,"TreeConifer"
3865,"TreeConifer"
3866,"TreeConifer"
3867,"TreeConifer"
3868,"TreeConifer"
3869,"TreeConifer"
3870,"TreeConifer"
3871,"TreeConifer"
3872,"Abiotic"
3873,"TreeConifer"
3874,"TreeConifer"
3875,"TreeConifer"
3876,"Abiotic"
3877,"TreeConifer"
3878,"TreeConifer"
3879,"TreeConifer"
3880,"Lichen"
3881,"TreeConifer"
3882,"Abiotic"
3883,"TreeConifer"
3884,"TreeConifer"
3885,"TreeConifer"
3886,"Abiotic"
3887,"TreeConifer"
3888,"TreeConifer"
3889,"TreeConifer"
3890,"Graminoid"
3891,"TreeConifer"
3892,"ShrubDecid"
3893,"TreeConifer"
3894,"Abiotic"
3895,"TreeConifer"
3896,"TreeConifer"
3897,"Abiotic"
3898,"TreeConifer"
3899,"TreeConifer"
3900,"TreeConifer"
3901,"TreeConifer"
3902,"TreeConifer"
3903,"TreeConifer"
3904,"TreeConifer"
3905,"TreeConifer"
3906,"Abiotic"
3907,"TreeConifer"
3908,"ShrubDecid"
3909,"TreeConifer"
3910,"Abiotic"
3911,"ShrubEvergreen"
3912,"Abiotic"
3913,"TreeConifer"
3914,"TreeConifer"
3915,"TreeConifer"
3916,"TreeConifer"
3917,"TreeConifer"
3918,"TreeConifer"
3919,"TreeBroadleaf"
3920,"ShrubEvergreen"
3921,"TreeConifer"
3922,"TreeConifer"
3923,"TreeConifer"
3924,"TreeConifer"
3925,"TreeConifer"
3926,"TreeConifer"
3927,"TreeConifer"
3928,"TreeConifer"
3929,"Abiotic"
3930,"TreeConifer"
3931,"Abiotic"
3932,"TreeConifer"
3933,"TreeConifer"
3934,"TreeConifer"
3935,"Abiotic"
3936,"ShrubEvergreen"
3937,"TreeConifer"
3938,"TreeConifer"
3939,"TreeConifer"
3940,"Graminoid"
3941,"TreeConifer"
3942,"Abiotic"
3943,"TreeConifer"
3944,"Lichen"
3945,"TreeConifer"
3946,"TreeConifer"
3947,"Abiotic"
3948,"TreeConifer"
3949,"TreeConifer"
3950,"TreeConifer"
3951,"TreeConifer"
3952,"TreeConifer"
3953,"TreeConifer"
3954,"TreeConifer"
3955,"Abiotic"
3956,"TreeConifer"
3957,"TreeConifer"
3958,"Abiotic"
3959,"TreeConifer"
3960,"Abiotic"
3961,"TreeBroadleaf"
3962,"Abiotic"
3963,"TreeConifer"
3964,"Abiotic"
3965,"TreeConifer"
3966,"TreeConifer"
3967,"TreeConifer"
3968,"TreeConifer"
3969,"ShrubDecid"
3970,"TreeConifer"
3971,"TreeConifer"
3972,"TreeConifer"
3973,"TreeConifer"
3974,"TreeConifer"
3975,"TreeConifer"
3976,"Abiotic"
3977,"TreeConifer"
3978,"TreeConifer"
3979,"TreeConifer"
3980,"Abiotic"
3981,"Graminoid"
3982,"TreeConifer"
3983,"ShrubEvergreen"
3984,"TreeConifer"
3985,"TreeConifer"
3986,"Graminoid"
3987,"TreeConifer"
3988,"TreeConifer"
3989,"Abiotic"
3990,"TreeConifer"
3991,"TreeConifer"
3992,"TreeConifer"
3993,"ShrubEvergreen"
3994,"TreeConifer"
3995,"TreeConifer"
3996,"TreeConifer"
3997,"Abiotic"
3998,"TreeConifer"
3999,"Graminoid"
4000,"TreeConifer"
4001,"Abiotic"
4002,"TreeConifer"
4003,"TreeConifer"
4004,"Moss"
4005,"TreeConifer"
4006,"TreeConifer"
4007,"TreeConifer"
4008,"Graminoid"
4009,"Abiotic"
4010,"TreeConifer"
4011,"TreeConifer"
4012,"Abiotic"
4013,"TreeConifer"
4014,"Abiotic"
4015,"TreeConifer"
4016,"TreeConifer"
4017,"Abiotic"
4018,"TreeConifer"
4019,"Abiotic"
4020,"TreeConifer"
4021,"ShrubDecid"
4022,"Abiotic"
4023,"TreeConifer"
4024,"TreeConifer"
4025,"TreeConifer"
4026,"Abiotic"
4027,"Abiotic"
4028,"Abiotic"
4029,"Abiotic"
4030,"TreeConifer"
4031,"Graminoid"
4032,"Abiotic"
4033,"Abiotic"
4034,"TreeConifer"
4035,"TreeConifer"
4036,"ShrubEvergreen"
4037,"ShrubEvergreen"
4038,"Abiotic"
4039,"Abiotic"
4040,"TreeConifer"
4041,"Abiotic"
4042,"TreeConifer"
4043,"Abiotic"
4044,"Abiotic"
4045,"Moss"
4046,"ShrubDecid"
4047,"TreeConifer"
4048,"TreeConifer"
4049,"TreeConifer"
4050,"TreeConifer"
4051,"Graminoid"
4052,"Abiotic"
4053,"Abiotic"
4054,"TreeConifer"
4055,"TreeConifer"
4056,"TreeConifer"
4057,"TreeConifer"
4058,"TreeConifer"
4059,"TreeConifer"
4060,"ShrubEvergreen"
4061,"TreeConifer"
4062,"TreeConifer"
4063,"TreeConifer"
4064,"TreeBroadleaf"
4065,"TreeConifer"
4066,"TreeConifer"
4067,"TreeConifer"
4068,"Abiotic"
4069,"Abiotic"
4070,"TreeConifer"
4071,"Graminoid"
4072,"TreeConifer"
4073,"TreeConifer"
4074,"Graminoid"
4075,"Abiotic"
4076,"Abiotic"
4077,"TreeConifer"
4078,"TreeConifer"
4079,"Abiotic"
4080,"TreeConifer"
4081,"TreeConifer"
4082,"TreeConifer"
4083,"TreeConifer"
4084,"TreeConifer"
4085,"TreeConifer"
4086,"TreeConifer"
4087,"TreeBroadleaf"
4088,"TreeConifer"
4089,"Abiotic"
4090,"TreeBroadleaf"
4091,"ShrubEvergreen"
4092,"Abiotic"
4093,"TreeConifer"
4094,"TreeConifer"
4095,"TreeConifer"
4096,"TreeConifer"
4097,"TreeConifer"
4098,"TreeConifer"
4099,"TreeConifer"
4100,"TreeConifer"
4101,"TreeConifer"
4102,"Abiotic"
4103,"Abiotic"
4104,"TreeConifer"
4105,"ShrubDecid"
4106,"TreeConifer"
4107,"TreeConifer"
4108,"TreeConifer"
4109,"Abiotic"
4110,"TreeConifer"
4111,"Abiotic"
4112,"Graminoid"
4113,"TreeConifer"
4114,"TreeBroadleaf"
4115,"TreeConifer"
4116,"TreeConifer"
4117,"Abiotic"
4118,"Abiotic"
4119,"TreeConifer"
4120,"TreeConifer"
4121,"TreeConifer"
4122,"Abiotic"
4123,"Abiotic"
4124,"TreeConifer"
4125,"Abiotic"
4126,"TreeConifer"
4127,"TreeConifer"
4128,"TreeConifer"
4129,"TreeConifer"
4130,"ShrubDecid"
4131,"TreeConifer"
4132,"TreeConifer"
4133,"TreeConifer"
4134,"TreeConifer"
4135,"TreeConifer"
4136,"TreeConifer"
4137,"TreeConifer"
4138,"Abiotic"
4139,"Abiotic"
4140,"TreeConifer"
4141,"TreeConifer"
4142,"Abiotic"
4143,"TreeConifer"
4144,"TreeConifer"
4145,"Abiotic"
4146,"TreeConifer"
4147,"Graminoid"
4148,"TreeConifer"
4149,"TreeConifer"
4150,"TreeConifer"
4151,"TreeConifer"
4152,"Graminoid"
4153,"TreeConifer"
4154,"TreeConifer"
4155,"Abiotic"
4156,"TreeConifer"
4157,"TreeConifer"
4158,"TreeConifer"
4159,"ShrubEvergreen"
4160,"TreeConifer"
4161,"TreeConifer"
4162,"TreeConifer"
4163,"TreeConifer"
4164,"TreeBroadleaf"
4165,"Abiotic"
4166,"TreeConifer"
4167,"TreeConifer"
4168,"Graminoid"
4169,"TreeConifer"
4170,"TreeConifer"
4171,"TreeConifer"
4172,"TreeConifer"
4173,"TreeConifer"
4174,"TreeConifer"
4175,"TreeConifer"
4176,"TreeConifer"
4177,"TreeConifer"
4178,"TreeConifer"
4179,"TreeConifer"
4180,"TreeConifer"
4181,"TreeConifer"
4182,"TreeConifer"
4183,"TreeConifer"
4184,"Abiotic"
4185,"TreeConifer"
4186,"Abiotic"
4187,"TreeConifer"
4188,"TreeConifer"
4189,"TreeConifer"
4190,"Abiotic"
4191,"TreeConifer"
4192,"TreeConifer"
4193,"TreeConifer"
4194,"TreeBroadleaf"
4195,"Abiotic"
4196,"TreeConifer"
4197,"Abiotic"
4198,"TreeConifer"
4199,"TreeConifer"
4200,"TreeConifer"
4201,"TreeConifer"
4202,"TreeConifer"
4203,"Abiotic"
4204,"TreeConifer"
4205,"TreeConifer"
4206,"Abiotic"
4207,"TreeConifer"
4208,"TreeConifer"
4209,"TreeConifer"
4210,"TreeConifer"
4211,"ShrubEvergreen"
4212,"TreeConifer"
4213,"TreeConifer"
4214,"Abiotic"
4215,"Lichen"
4216,"TreeConifer"
4217,"TreeConifer"
4218,"TreeBroadleaf"
4219,"ShrubEvergreen"
4220,"TreeConifer"
4221,"Abiotic"
4222,"TreeConifer"
4223,"TreeConifer"
4224,"TreeConifer"
4225,"TreeConifer"
4226,"TreeConifer"
4227,"TreeConifer"
4228,"TreeConifer"
4229,"TreeConifer"
4230,"TreeConifer"
4231,"TreeConifer"
4232,"TreeConifer"
4233,"Abiotic"
4234,"TreeConifer"
4235,"TreeConifer"
4236,"Abiotic"
4237,"TreeConifer"
4238,"TreeConifer"
4239,"TreeConifer"
4240,"TreeConifer"
4241,"ShrubEvergreen"
4242,"Abiotic"
4243,"TreeConifer"
4244,"Graminoid"
4245,"TreeConifer"
4246,"TreeConifer"
4247,"Abiotic"
4248,"TreeConifer"
4249,"TreeConifer"
4250,"Lichen"
4251,"TreeConifer"
4252,"TreeConifer"
4253,"TreeConifer"
4254,"TreeConifer"
4255,"TreeConifer"
4256,"Abiotic"
4257,"Abiotic"
4258,"TreeConifer"
4259,"TreeConifer"
4260,"Abiotic"
4261,"TreeConifer"
4262,"TreeConifer"
4263,"TreeConifer"
4264,"Graminoid"
4265,"TreeConifer"
4266,"Lichen"
4267,"TreeConifer"
4268,"TreeConifer"
4269,"TreeConifer"
4270,"TreeConifer"
4271,"TreeConifer"
4272,"TreeConifer"
4273,"TreeConifer"
4274,"Abiotic"
4275,"Graminoid"
4276,"TreeConifer"
4277,"Abiotic"
4278,"ShrubEvergreen"
4279,"TreeConifer"
4280,"TreeConifer"
4281,"Abiotic"
4282,"TreeConifer"
4283,"TreeConifer"
4284,"TreeConifer"
4285,"TreeConifer"
4286,"Abiotic"
4287,"ShrubDecid"
4288,"TreeConifer"
4289,"TreeBroadleaf"
4290,"TreeConifer"
4291,"TreeConifer"
4292,"TreeConifer"
4293,"Abiotic"
4294,"TreeConifer"
4295,"ShrubEvergreen"
4296,"TreeConifer"
4297,"ShrubEvergreen"
4298,"ShrubEvergreen"
4299,"Abiotic"
4300,"TreeConifer"
4301,"TreeConifer"
4302,"Moss"
4303,"TreeConifer"
4304,"TreeConifer"
4305,"TreeConifer"
4306,"TreeConifer"
4307,"TreeConifer"
4308,"Abiotic"
4309,"TreeConifer"
4310,"TreeBroadleaf"
4311,"TreeConifer"
4312,"TreeConifer"
4313,"Graminoid"
4314,"TreeConifer"
4315,"TreeConifer"
4316,"TreeConifer"
4317,"Abiotic"
4318,"TreeConifer"
4319,"TreeConifer"
4320,"TreeBroadleaf"
4321,"TreeConifer"
4322,"TreeConifer"
4323,"TreeConifer"
4324,"TreeConifer"
4325,"TreeConifer"
4326,"TreeBroadleaf"
4327,"TreeConifer"
4328,"ShrubDecid"
4329,"TreeConifer"
4330,"TreeConifer"
4331,"TreeConifer"
4332,"Abiotic"
4333,"TreeConifer"
4334,"TreeConifer"
4335,"Graminoid"
4336,"TreeConifer"
4337,"TreeConifer"
4338,"ShrubEvergreen"
4339,"Moss"
4340,"TreeConifer"
4341,"Graminoid"
4342,"Graminoid"
4343,"TreeConifer"
4344,"Lichen"
4345,"Abiotic"
4346,"TreeConifer"
4347,"TreeConifer"
4348,"Graminoid"
4349,"TreeConifer"
4350,"TreeConifer"
4351,"Abiotic"
4352,"TreeConifer"
4353,"TreeBroadleaf"
4354,"Abiotic"
4355,"Abiotic"
4356,"Lichen"
4357,"TreeConifer"
4358,"TreeConifer"
4359,"Abiotic"
4360,"TreeConifer"
4361,"TreeConifer"
4362,"TreeConifer"
4363,"TreeConifer"
4364,"TreeConifer"
4365,"TreeBroadleaf"
4366,"TreeConifer"
4367,"TreeConifer"
4368,"TreeConifer"
4369,"TreeConifer"
4370,"TreeConifer"
4371,"TreeConifer"
4372,"Abiotic"
4373,"TreeConifer"
4374,"TreeConifer"
4375,"TreeConifer"
4376,"TreeConifer"
4377,"TreeConifer"
4378,"TreeConifer"
4379,"Abiotic"
4380,"TreeConifer"
4381,"TreeBroadleaf"
4382,"ShrubDecid"
4383,"TreeConifer"
4384,"TreeConifer"
4385,"Lichen"
4386,"TreeConifer"
4387,"TreeBroadleaf"
4388,"TreeConifer"
4389,"TreeConifer"
4390,"Abiotic"
4391,"TreeConifer"
4392,"Lichen"
4393,"TreeConifer"
4394,"TreeConifer"
4395,"TreeConifer"
4396,"ShrubDecid"
4397,"TreeConifer"
4398,"TreeConifer"
4399,"TreeConifer"
4400,"ShrubEvergreen"
4401,"TreeConifer"
4402,"TreeConifer"
4403,"TreeConifer"
4404,"TreeConifer"
4405,"Lichen"
4406,"Abiotic"
4407,"TreeConifer"
4408,"TreeConifer"
4409,"TreeConifer"
4410,"TreeConifer"
4411,"TreeConifer"
4412,"TreeConifer"
4413,"Lichen"
4414,"TreeConifer"
4415,"TreeConifer"
4416,"Abiotic"
4417,"TreeConifer"
4418,"TreeConifer"
4419,"TreeConifer"
4420,"TreeConifer"
4421,"TreeConifer"
4422,"Graminoid"
4423,"TreeConifer"
4424,"TreeConifer"
4425,"Graminoid"
4426,"TreeConifer"
4427,"Moss"
4428,"TreeConifer"
4429,"TreeConifer"
4430,"ShrubDecid"
4431,"TreeConifer"
4432,"ShrubDecid"
4433,"TreeConifer"
4434,"Graminoid"
4435,"TreeConifer"
4436,"TreeConifer"
4437,"TreeBroadleaf"
4438,"TreeConifer"
4439,"TreeConifer"
4440,"Abiotic"
4441,"Lichen"
4442,"TreeConifer"
4443,"TreeConifer"
4444,"Moss"
4445,"TreeConifer"
4446,"TreeConifer"
4447,"TreeConifer"
4448,"Abiotic"
4449,"TreeConifer"
4450,"TreeConifer"
4451,"TreeConifer"
4452,"TreeConifer"
4453,"TreeConifer"
4454,"TreeConifer"
4455,"Abiotic"
4456,"TreeConifer"
4457,"TreeConifer"
4458,"TreeConifer"
4459,"TreeConifer"
4460,"TreeConifer"
4461,"TreeConifer"
4462,"TreeConifer"
4463,"TreeConifer"
4464,"TreeConifer"
4465,"TreeConifer"
4466,"ShrubDecid"
4467,"TreeConifer"
4468,"Moss"
4469,"TreeConifer"
4470,"Lichen"
4471,"Abiotic"
4472,"ShrubEvergreen"
4473,"Abiotic"
4474,"TreeConifer"
4475,"ShrubEvergreen"
4476,"TreeConifer"
4477,"TreeConifer"
4478,"Abiotic"
4479,"Abiotic"
4480,"Abiotic"
4481,"TreeConifer"
4482,"ShrubEvergreen"
4483,"TreeConifer"
4484,"TreeConifer"
4485,"TreeConifer"
4486,"TreeConifer"
4487,"TreeConifer"
4488,"TreeConifer"
4489,"TreeConifer"
4490,"Abiotic"
4491,"TreeConifer"
4492,"TreeConifer"
4493,"TreeConifer"
4494,"TreeConifer"
4495,"TreeConifer"
4496,"TreeConifer"
4497,"Abiotic"
4498,"TreeConifer"
4499,"Abiotic"
4500,"TreeConifer"
4501,"TreeConifer"
4502,"TreeConifer"
4503,"TreeConifer"
4504,"TreeConifer"
4505,"Lichen"
4506,"TreeConifer"
4507,"Abiotic"
4508,"TreeConifer"
4509,"TreeConifer"
4510,"TreeBroadleaf"
4511,"TreeConifer"
4512,"TreeConifer"
4513,"TreeConifer"
4514,"TreeConifer"
4515,"TreeConifer"
4516,"ShrubEvergreen"
4517,"TreeConifer"
4518,"Abiotic"
4519,"TreeConifer"
4520,"TreeConifer"
4521,"TreeConifer"
4522,"ShrubDecid"
4523,"TreeConifer"
4524,"Moss"
4525,"Abiotic"
4526,"TreeConifer"
4527,"TreeConifer"
4528,"Abiotic"
4529,"Graminoid"
4530,"Moss"
4531,"TreeConifer"
4532,"TreeConifer"
4533,"TreeConifer"
4534,"TreeConifer"
4535,"TreeConifer"
4536,"TreeConifer"
4537,"Lichen"
4538,"TreeConifer"
4539,"TreeConifer"
4540,"ShrubDecid"
4541,"TreeConifer"
4542,"TreeConifer"
4543,"TreeConifer"
4544,"TreeConifer"
4545,"TreeConifer"
4546,"TreeConifer"
4547,"TreeConifer"
4548,"TreeConifer"
4549,"TreeConifer"
4550,"TreeConifer"
4551,"TreeConifer"
4552,"TreeConifer"
4553,"TreeConifer"
4554,"Abiotic"
4555,"Abiotic"
4556,"TreeConifer"
4557,"TreeConifer"
4558,"TreeConifer"
4559,"Abiotic"
4560,"ShrubDecid"
4561,"TreeConifer"
4562,"TreeConifer"
4563,"TreeConifer"
4564,"ShrubEvergreen"
4565,"TreeConifer"
4566,"TreeBroadleaf"
4567,"TreeConifer"
4568,"Abiotic"
4569,"TreeConifer"
4570,"TreeConifer"
4571,"TreeConifer"
4572,"TreeConifer"
4573,"TreeConifer"
4574,"TreeConifer"
4575,"TreeConifer"
4576,"Abiotic"
4577,"TreeConifer"
4578,"TreeConifer"
4579,"TreeConifer"
4580,"Abiotic"
4581,"TreeConifer"
4582,"TreeConifer"
4583,"Abiotic"
4584,"TreeConifer"
4585,"TreeConifer"
4586,"TreeConifer"
4587,"TreeConifer"
4588,"Abiotic"
4589,"Abiotic"
4590,"TreeConifer"
4591,"Abiotic"
4592,"Lichen"
4593,"Abiotic"
4594,"TreeConifer"
4595,"TreeConifer"
4596,"ShrubEvergreen"
4597,"TreeConifer"
4598,"TreeConifer"
4599,"TreeConifer"
4600,"TreeConifer"
4601,"Abiotic"
4602,"Abiotic"
4603,"TreeConifer"
4604,"TreeConifer"
4605,"TreeConifer"
4606,"Graminoid"
4607,"TreeConifer"
4608,"TreeConifer"
4609,"TreeConifer"
4610,"TreeConifer"
4611,"TreeConifer"
4612,"TreeConifer"
4613,"TreeConifer"
4614,"TreeBroadleaf"
4615,"ShrubEvergreen"
4616,"TreeConifer"
4617,"TreeConifer"
4618,"Lichen"
4619,"TreeConifer"
4620,"TreeConifer"
4621,"Abiotic"
4622,"TreeConifer"
4623,"TreeConifer"
4624,"TreeConifer"
4625,"TreeConifer"
4626,"TreeConifer"
4627,"TreeConifer"
4628,"TreeConifer"
4629,"Abiotic"
4630,"TreeConifer"
4631,"ShrubDecid"
4632,"TreeConifer"
4633,"Abiotic"
4634,"TreeConifer"
4635,"ShrubEvergreen"
4636,"Abiotic"
4637,"TreeConifer"
4638,"TreeConifer"
4639,"Abiotic"
4640,"TreeBroadleaf"
4641,"TreeConifer"
4642,"Abiotic"
4643,"Abiotic"
4644,"TreeConifer"
4645,"TreeConifer"
4646,"Abiotic"
4647,"TreeConifer"
4648,"Abiotic"
4649,"Abiotic"
4650,"Moss"
4651,"TreeConifer"
4652,"Moss"
4653,"TreeConifer"
4654,"TreeBroadleaf"
4655,"TreeConifer"
4656,"TreeConifer"
4657,"ShrubEvergreen"
4658,"Abiotic"
4659,"ShrubEvergreen"
4660,"TreeConifer"
4661,"TreeConifer"
4662,"TreeConifer"
4663,"TreeConifer"
4664,"TreeConifer"
4665,"TreeConifer"
4666,"Abiotic"
4667,"TreeConifer"
4668,"Graminoid"
4669,"TreeConifer"
4670,"TreeConifer"
4671,"Abiotic"
4672,"TreeConifer"
4673,"TreeBroadleaf"
4674,"ShrubEvergreen"
4675,"TreeConifer"
4676,"TreeConifer"
4677,"TreeConifer"
4678,"TreeConifer"
4679,"Abiotic"
4680,"TreeConifer"
4681,"ShrubEvergreen"
1,"Lichen"
2,"Lichen"
3,"Lichen"
4,"Lichen"
5,"Lichen"
6,"ShrubDecid"
7,"ShrubDecid"
8,"ShrubDecid"
9,"ShrubDecid"
10,"ShrubDecid"
11,"ShrubDecid"
12,"ShrubDecid"
13,"ShrubDecid"
14,"ShrubDecid"
15,"ShrubDecid"
16,"ShrubDecid"
17,"ShrubDecid"
18,"ShrubDecid"
19,"ShrubDecid"
20,"ShrubDecid"
21,"ShrubDecid"
22,"ShrubDecid"
23,"ShrubDecid"
24,"ShrubDecid"
25,"ShrubDecid"
26,"ShrubDecid"
27,"ShrubDecid"
28,"ShrubDecid"
29,"ShrubDecid"
30,"ShrubDecid"
31,"ShrubDecid"
32,"ShrubDecid"
33,"ShrubDecid"
34,"ShrubDecid"
35,"ShrubDecid"
36,"ShrubDecid"
37,"ShrubDecid"
38,"ShrubDecid"
39,"ShrubDecid"
40,"ShrubDecid"
41,"ShrubDecid"
42,"ShrubDecid"
43,"Graminoid"
44,"Graminoid"
45,"Graminoid"
46,"Graminoid"
47,"Lichen"
48,"Lichen"
49,"Lichen"
50,"Lichen"
51,"Graminoid"
52,"Graminoid"
53,"Graminoid"
54,"Graminoid"
55,"Graminoid"
56,"Graminoid"
57,"Graminoid"
58,"ShrubDecid"
59,"ShrubDecid"
60,"ShrubDecid"
61,"ShrubDecid"
62,"ShrubDecid"
63,"ShrubDecid"
64,"ShrubDecid"
65,"ShrubDecid"
66,"ShrubDecid"
67,"ShrubDecid"
68,"ShrubDecid"
69,"ShrubDecid"
70,"ShrubDecid"
71,"ShrubDecid"
72,"ShrubDecid"
73,"ShrubDecid"
74,"ShrubDecid"
75,"Forb"
76,"Lichen"
77,"Lichen"
78,"Lichen"
79,"Lichen"
80,"Lichen"
81,"Lichen"
82,"Lichen"
83,"Lichen"
84,"Lichen"
85,"Lichen"
86,"Lichen"
87,"Lichen"
88,"Lichen"
89,"Lichen"
90,"Lichen"
91,"Lichen"
92,"Lichen"
93,"Lichen"
94,"Lichen"
95,"Moss"
96,"Moss"
97,"Moss"
98,"Moss"
99,"Moss"
100,"Moss"
101,"Moss"
