"PFT","PFT_2","PFT_3","PFT_4"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
